1	131	2.58	5.081
2	130	2.05	4.802
3	127	2.09	4.793
4	130	2.12	5.086
5	129	2.83	4.986
6	132	2.19	5.301
7	134	2.38	6.162
8	133	2.08	5.449
9	134	2.97	5.730
10	136	2.86	6.257
11	138	2.89	6.615
12	137	3.06	6.728
13	135	2.99	5.676
14	135	2.25	6.270
15	138	3.11	6.387
16	141	2.72	7.324
17	143	2.53	7.432
18	141	2.77	7.416
19	141	2.52	6.842
20	143	3.12	7.213
21	140	2.62	6.826
22	138	3.18	6.031
23	139	3.15	6.225
24	142	2.63	6.945
25	144	3.15	7.311
26	142	2.45	7.335
27	144	2.52	7.946
28	141	2.58	7.482
29	138	2.27	6.618
30	136	2.69	6.277
31	133	2.05	5.582
32	131	2.57	5.153
33	133	2.76	5.759
34	131	2.98	5.127
35	129	2.81	5.510
36	128	2.08	5.202
37	130	2.10	5.116
38	127	2.59	4.384
39	127	2.09	4.445
40	126	2.58	4.364
41	129	2.18	4.975
42	126	2.21	4.261
43	129	2.29	5.104
44	127	2.30	5.263
45	125	2.18	4.924
46	128	2.14	4.521
47	128	2.75	4.721
48	126	2.33	5.080
49	123	1.74	4.237
50	126	2.82	4.203
51	129	2.80	5.143
52	128	2.26	5.123
53	127	2.65	5.202
54	128	2.00	4.690
55	130	2.36	4.720
56	132	2.42	5.676
57	130	2.53	5.538
58	130	2.09	5.143
59	128	2.72	4.603
60	130	2.75	4.966
61	133	2.45	5.422
62	136	2.66	5.933
63	138	2.78	6.904
64	140	2.35	7.184
65	137	3.16	5.884
66	134	2.62	5.385
67	136	2.54	6.379
68	134	2.65	5.611
69	136	2.54	5.814
70	134	2.84	5.743
71	131	2.94	4.920
72	134	2.90	5.572
73	135	2.17	5.793
74	135	2.28	6.139
75	134	2.36	5.499
76	136	2.28	5.825
77	137	2.27	6.364
78	134	2.63	5.427
79	131	2.66	5.324
80	130	2.63	5.139
81	132	2.15	5.530
82	133	2.56	5.471
83	136	2.88	5.966
84	135	2.85	5.650
85	132	2.26	5.715
86	133	2.99	5.137
87	131	2.97	5.675
88	130	2.66	4.838
89	131	2.27	5.499
90	133	2.33	5.509
91	133	2.11	5.620
92	133	2.06	5.370
93	132	2.38	5.848
94	132	2.85	5.512
95	131	2.70	5.148
96	129	2.21	5.069
97	129	2.66	5.188
98	131	2.07	5.265
99	129	2.85	4.696
100	127	1.89	5.141
101	129	2.78	4.701
102	131	2.89	5.573
103	133	2.46	5.344
104	136	3.05	5.633
105	134	2.90	5.695
106	134	2.96	5.870
107	132	2.88	5.582
108	134	2.97	5.390
109	134	2.57	5.417
110	137	3.03	6.430
111	138	2.26	6.630
112	136	2.97	5.845
113	137	2.50	6.594
114	136	2.57	5.771
115	136	2.50	5.752
116	134	2.65	5.618
117	132	2.11	5.391
118	131	2.03	5.144
119	134	2.99	6.245
120	136	2.52	5.607
121	139	2.62	6.382
122	142	2.47	7.524
123	143	2.58	7.434
124	145	2.99	8.335
125	145	2.79	7.939
126	148	3.46	8.250
127	151	3.58	9.582
128	153	3.38	10.008
129	155	3.50	10.935
130	156	3.35	10.901
131	154	3.13	10.277
132	156	3.62	11.266
133	158	3.36	11.136
134	159	3.91	12.203
135	157	3.42	11.384
136	160	3.52	12.057
137	160	4.02	12.514
138	159	3.82	12.350
139	162	4.28	12.735
140	165	4.37	14.646
141	167	4.35	14.893
142	169	4.63	16.017
143	169	4.52	16.374
144	168	4.68	15.456
145	169	4.23	16.131
146	170	4.35	16.164
147	168	4.54	15.423
