1	132	2.45	5.587
2	135	2.65	5.510
3	134	2.94	6.197
4	135	2.60	6.054
5	138	2.34	6.704
6	140	3.20	6.482
7	138	3.22	6.513
8	137	2.41	6.436
9	138	2.40	6.283
10	139	2.48	6.696
11	136	2.70	6.093
12	136	2.94	5.805
13	135	2.41	6.281
14	132	2.71	5.465
15	132	2.90	5.839
16	134	2.52	5.598
17	131	2.59	5.650
18	128	2.17	4.430
19	130	2.36	5.404
20	128	2.10	5.013
21	127	2.21	5.170
22	128	1.97	5.152
23	129	2.45	5.446
24	132	2.94	5.130
25	131	2.83	5.687
26	128	2.47	4.784
27	131	2.61	4.985
28	131	2.13	5.297
29	131	2.47	5.261
30	128	2.76	4.416
31	125	2.24	4.820
32	126	2.24	4.578
33	128	2.22	4.836
34	127	2.59	4.577
35	128	2.50	4.848
36	130	2.37	5.552
37	129	2.78	5.070
38	129	2.63	4.645
39	126	2.19	4.445
40	127	2.28	4.451
41	128	2.46	4.741
42	130	2.81	5.606
43	133	2.19	5.539
44	135	2.19	5.598
45	134	2.55	6.228
46	137	2.56	6.005
47	136	2.57	5.998
48	134	2.19	5.718
49	133	2.48	5.937
50	132	2.07	5.021
51	130	2.68	5.505
52	128	2.59	4.434
53	131	2.22	5.695
54	130	2.21	4.888
55	131	2.50	5.669
56	128	2.84	5.127
57	125	2.37	4.686
58	123	2.39	4.008
59	120	1.68	3.501
60	122	2.11	4.073
61	120	1.72	4.365
62	119	2.05	4.130
63	119	2.07	3.362
64	122	2.28	4.030
65	122	2.64	4.422
66	120	2.36	3.759
67	117	1.85	3.418
68	114	1.67	3.767
69	117	1.58	3.220
70	118	2.12	3.555
71	117	2.18	3.679
72	120	2.34	3.509
73	117	1.75	3.885
74	116	2.21	3.629
75	117	2.16	3.917
76	117	1.65	3.302
77	119	2.47	3.841
78	117	1.81	3.512
79	115	2.43	3.537
80	118	2.40	3.990
81	120	2.06	3.911
82	117	2.54	3.806
83	119	1.75	3.388
84	117	2.02	3.263
85	117	1.80	4.006
86	117	2.32	3.811
87	118	2.34	4.222
88	116	1.80	3.413
89	114	2.12	3.815
90	114	2.34	2.950
91	114	1.91	3.615
92	114	1.64	3.190
93	114	1.76	3.387
94	115	2.20	3.008
95	118	2.39	4.034
96	118	1.61	3.853
97	119	2.57	3.688
98	117	2.15	3.381
99	119	2.23	4.257
100	120	2.23	4.307
101	119	2.42	4.288
102	121	1.72	3.633
103	119	2.30	4.146
104	120	2.29	3.994
105	122	2.69	4.144
106	125	2.65	4.124
107	127	2.53	4.923
108	129	2.53	5.067
109	130	2.66	5.326
110	132	2.04	5.531
111	130	2.79	5.027
112	128	2.40	5.021
113	125	2.45	4.630
114	125	2.11	4.134
115	122	1.96	4.581
116	120	2.44	4.418
117	121	2.44	4.106
118	121	1.90	4.331
119	121	2.33	3.689
120	123	2.34	3.985
121	124	2.06	4.196
122	121	1.99	3.663
123	119	1.86	3.817
124	116	2.00	3.879
125	114	1.73	3.290
126	117	2.51	3.715
127	120	2.07	3.848
128	118	1.71	3.615
129	118	2.43	3.797
130	120	2.49	4.438
131	119	2.26	3.985
132	117	1.71	3.191
133	118	1.75	3.656
134	117	1.81	3.521
135	119	2.59	3.798
136	118	2.08	3.828
137	121	1.78	4.232
138	124	2.50	4.110
139	126	2.33	4.851
140	127	2.49	4.786
141	125	2.80	4.165
142	124	2.25	4.776
143	123	2.25	4.355
144	126	2.14	4.481
145	125	2.45	4.531
146	127	2.21	4.721
147	129	1.93	5.232
148	129	2.42	4.794
149	130	2.95	4.970
150	128	2.81	4.425
151	130	2.26	4.773
152	131	2.42	4.995
153	130	2.39	5.043
154	132	2.13	4.991
155	133	2.96	5.698
156	135	3.07	6.237
157	138	2.50	6.750
158	141	3.08	6.810
159	138	2.77	6.691
160	137	2.25	6.121
161	136	2.61	6.438
162	138	3.03	6.697
163	135	3.05	5.931
164	133	2.27	5.166
165	131	2.73	4.970
166	128	2.26	4.830
167	131	2.16	5.066
168	128	1.91	4.788
169	129	2.52	4.917
170	132	2.27	5.194
171	129	1.98	4.860
172	127	2.27	4.991
173	124	2.73	4.244
174	127	2.73	4.493
175	128	2.13	5.172
176	131	2.45	4.853
177	132	2.89	5.007
178	129	2.14	4.722
179	131	2.55	4.969
180	128	2.80	5.020
181	130	2.21	5.059
182	132	2.79	5.503
183	129	1.94	4.583
184	128	2.73	4.654
185	131	2.34	5.026
186	130	2.57	5.100
187	130	2.05	5.235
188	131	2.21	4.952
189	130	2.39	5.424
190	127	2.01	4.623
191	126	2.18	4.730
192	124	1.78	4.797
193	121	2.20	4.050
194	123	2.23	4.089
195	121	2.33	3.999
196	119	1.85	3.753
197	119	1.72	3.610
198	117	2.49	4.047
199	114	2.46	3.210
200	114	2.47	3.725
201	111	1.44	2.814
202	108	1.95	2.547
203	105	1.46	2.881
204	106	2.19	2.408
205	107	1.79	2.461
206	105	1.83	2.537
207	105	2.08	2.641
208	106	1.68	2.579
