1	127	2.62	5.000
2	127	2.35	4.371
3	126	2.60	4.381
4	127	2.77	4.662
5	126	2.79	4.614
6	123	1.80	3.838
7	121	2.37	4.093
8	120	1.74	3.889
9	120	2.36	4.018
10	120	2.53	4.459
11	118	1.94	3.541
12	118	2.16	3.949
13	119	1.72	3.400
14	121	2.64	3.776
15	122	1.78	3.713
16	123	1.93	4.436
17	123	2.04	4.654
18	123	2.67	3.818
19	122	2.50	4.227
20	121	2.41	4.386
21	120	2.59	3.596
22	122	2.57	4.314
23	124	1.81	3.957
24	126	2.32	4.916
25	123	2.30	3.795
26	123	2.13	4.233
27	120	1.91	4.145
28	122	1.82	3.778
29	121	1.89	4.225
30	118	1.90	3.321
31	119	2.57	3.804
32	119	2.13	3.465
33	121	2.06	3.979
34	120	2.38	3.945
35	119	1.99	3.856
36	120	1.97	3.717
37	120	2.41	3.497
38	121	1.88	3.933
39	119	2.40	4.134
40	117	2.47	3.516
41	116	2.22	4.038
42	117	2.48	4.165
43	119	1.66	3.489
44	122	2.20	4.056
45	122	2.28	4.648
46	125	2.16	4.761
47	127	2.43	4.643
48	125	2.54	4.232
49	124	2.38	4.532
50	123	2.17	4.721
51	122	2.62	4.644
52	123	2.63	4.580
53	121	2.68	3.888
54	124	2.58	4.095
55	124	2.05	4.106
56	124	1.87	4.481
57	123	2.22	4.365
58	121	2.47	3.628
59	121	1.83	4.132
60	121	1.92	3.990
61	119	2.41	3.389
62	120	1.85	3.988
63	118	2.07	3.898
64	118	2.31	3.633
65	120	2.14	3.690
66	122	2.31	4.655
67	125	1.93	4.885
68	122	2.51	3.748
69	122	2.44	3.796
70	121	2.34	4.468
71	121	2.03	4.431
72	124	2.29	4.104
73	121	2.42	4.272
74	123	2.13	4.359
75	126	2.20	4.772
76	125	2.63	4.114
77	122	2.40	4.309
78	121	2.62	4.131
79	119	2.40	4.154
80	119	1.77	3.359
81	119	1.65	3.556
82	122	2.66	4.617
83	119	2.38	4.019
84	120	2.55	4.249
85	119	2.38	3.707
86	117	2.29	3.632
87	118	1.94	3.956
88	118	1.68	3.905
89	119	2.15	3.363
90	119	2.33	3.457
91	122	2.18	4.115
92	124	2.59	4.124
93	121	2.35	4.547
94	119	1.89	3.830
95	121	2.37	4.088
96	123	2.39	4.407
97	126	2.76	4.852
98	127	2.79	5.245
99	124	2.11	4.857
100	122	2.03	4.335
101	124	2.24	4.874
102	127	2.84	5.043
103	126	2.31	4.142
104	125	2.50	4.409
105	123	2.59	3.834
106	124	2.58	4.355
107	122	1.86	4.006
108	121	2.45	3.656
109	120	1.67	3.931
110	117	1.97	3.493
111	114	1.71	3.430
112	117	2.26	3.975
113	115	1.54	3.552
114	113	1.95	3.749
115	113	1.99	2.948
116	114	1.99	3.544
117	117	1.82	3.377
118	118	1.79	3.703
119	115	1.97	3.955
120	112	1.69	2.851
121	112	1.89	3.590
122	113	1.88	3.584
123	112	2.23	2.820
124	110	1.52	3.027
125	108	2.32	2.510
126	105	2.01	2.530
127	102	1.55	2.336
128	101	1.53	2.356
129	102	1.72	2.087
130	102	2.18	2.938
131	104	1.85	2.721
132	103	1.29	2.751
133	103	1.92	3.049
134	106	1.40	2.372
135	106	2.27	3.090
136	106	1.33	2.764
137	105	1.43	3.076
138	107	1.90	2.923
139	105	1.87	2.271
140	104	1.76	3.077
141	107	1.64	2.864
142	106	1.32	2.533
143	103	1.28	2.744
144	101	2.01	2.681
145	101	1.23	2.690
146	101	2.07	2.452
147	103	1.49	3.037
148	105	1.55	2.301
149	108	2.34	3.124
150	110	1.52	3.459
151	108	2.00	2.772
152	109	1.95	2.803
153	111	1.79	3.446
154	111	1.95	2.666
155	112	1.66	3.217
156	111	2.28	3.283
157	111	2.11	3.128
158	112	2.21	2.933
159	113	1.68	3.354
160	113	2.15	3.175
161	112	1.88	2.867
162	113	1.90	3.193
163	112	1.61	3.287
164	109	2.33	3.116
165	106	1.39	3.061
166	109	1.52	2.725
167	106	2.15	2.846
168	106	1.68	2.599
169	106	1.33	2.747
170	109	1.79	3.246
171	111	1.68	3.591
172	110	2.38	3.531
173	109	1.83	3.243
174	110	2.08	3.533
175	107	1.78	2.526
176	109	1.87	2.689
177	107	1.72	3.233
178	106	1.91	2.415
179	104	1.78	2.907
180	102	1.62	2.227
181	99	1.96	2.032
182	102	2.05	2.149
183	104	1.71	2.580
184	104	2.26	2.867
185	102	1.25	2.959
186	103	1.70	2.757
187	102	1.65	2.617
188	100	1.77	2.147
189	100	2.01	2.018
190	103	1.29	2.180
191	101	1.63	2.233
192	99	1.38	2.333
193	99	1.48	2.824
194	100	1.22	2.016
195	99	1.39	2.785
196	102	1.43	2.155
197	99	1.97	2.524
198	97	1.89	2.336
199	100	1.24	2.878
200	98	1.60	1.914
201	99	1.97	2.628
202	102	1.50	2.999
203	105	2.00	2.899
204	107	1.46	2.609
205	108	1.43	2.476
206	105	1.35	2.422
207	105	1.54	3.195
208	105	1.65	2.484
209	108	1.73	3.114
210	110	1.98	2.898
211	108	1.87	3.360
212	110	1.44	3.208
213	108	1.54	3.070
214	105	1.38	2.610
215	105	1.29	2.429
216	103	1.54	2.456
217	102	2.20	2.659
218	102	1.37	2.120
219	105	2.21	2.813
220	103	1.69	2.710
221	103	1.65	2.287
222	103	1.81	2.259
223	104	2.05	2.545
224	101	1.71	2.555
225	102	2.17	2.603
226	101	1.31	2.321
227	103	2.17	2.984
228	104	1.86	2.293
229	106	1.83	2.441
230	106	1.43	2.414
231	106	1.43	3.053
232	108	2.11	2.749
233	110	1.60	3.143
234	108	2.00	3.215
235	109	1.62	2.972
236	112	2.06	2.825
237	112	1.93	3.180
238	111	1.50	3.632
239	114	1.51	3.504
240	111	2.27	2.876
241	114	1.79	3.716
242	111	1.62	2.786
243	112	2.30	2.742
244	109	2.11	3.388
245	108	2.30	2.928
246	111	1.90	3.429
247	113	1.65	3.792
248	111	2.02	3.364
249	109	2.16	2.945
250	106	1.33	2.652
251	106	1.97	3.073
252	109	1.72	3.184
253	107	1.81	3.317
254	104	2.04	3.058
255	103	1.46	2.252
256	102	2.21	2.660
257	105	2.05	2.275
258	104	1.60	2.902
259	101	2.09	2.236
260	98	1.31	2.501
261	98	2.12	2.342
262	95	1.46	1.827
263	92	1.45	2.327
264	91	1.10	1.720
265	92	1.30	2.334
266	92	1.55	1.634
267	91	1.26	1.925
268	90	1.29	1.913
269	93	1.63	1.929
270	92	1.62	2.369
271	89	1.61	2.198
272	87	1.09	1.794
273	85	1.47	1.351
274	85	0.93	1.987
275	88	1.54	1.473
276	88	1.44	2.103
277	87	1.36	1.354
278	85	1.75	1.297
279	88	1.16	1.632
280	86	1.59	1.809
281	84	0.93	2.029
282	85	1.31	1.833
283	88	1.85	1.741
284	85	1.50	2.195
285	88	1.47	2.085
286	89	1.18	2.364
287	91	1.21	2.376
288	92	1.76	2.317
289	93	1.36	1.553
290	94	2.02	2.294
291	96	2.05	2.062
292	96	1.34	2.546
293	97	1.91	2.548
294	98	1.40	2.012
295	98	1.71	2.688
296	98	2.11	2.093
297	98	2.00	2.660
298	97	1.87	2.663
299	98	1.37	2.628
300	99	1.45	2.497
301	96	1.14	1.999
302	95	1.88	1.727
303	96	1.63	2.583
304	95	1.80	2.289
305	98	1.25	2.304
306	98	1.36	2.658
307	101	2.16	2.533
308	99	1.63	2.472
309	102	1.82	2.716
310	99	1.47	2.344
311	98	1.81	2.478
312	99	1.34	2.539
313	96	1.75	2.627
314	95	1.67	2.586
315	96	1.99	1.848
316	99	1.27	2.691
317	98	1.94	2.755
318	100	1.96	2.402
319	102	1.66	2.487
320	103	2.19	2.178
321	106	2.02	2.598
322	109	2.02	2.764
323	108	2.34	2.918
324	109	1.57	2.768
325	111	1.60	2.929
326	109	2.11	3.451
327	108	1.63	2.527
328	108	1.98	3.397
329	110	2.38	2.872
330	111	1.79	3.509
331	109	1.93	3.065
332	106	2.12	3.153
333	108	1.77	2.464
334	108	1.52	3.093
335	110	2.29	2.628
336	107	2.15	2.950
337	107	1.66	3.203
338	109	1.59	2.922
339	107	2.27	2.935
340	109	2.25	3.272
341	112	2.19	3.553
342	112	1.78	2.704
343	113	1.78	3.118
344	111	1.49	3.057
345	109	2.34	2.482
346	109	1.44	2.690
347	108	1.66	3.155
348	111	2.10	2.843
349	111	1.76	2.785
350	108	1.57	2.853
351	109	2.05	3.455
352	112	2.22	3.604
353	110	2.33	3.045
354	113	2.09	3.671
355	116	1.81	3.550
356	114	1.57	3.316
357	114	1.73	3.028
358	115	1.52	3.796
359	112	2.01	3.452
360	115	1.72	3.769
361	117	2.52	3.903
362	115	2.41	3.298
363	116	2.12	3.137
364	119	1.72	4.203
365	117	2.29	3.406
366	115	2.19	3.398
367	117	2.09	4.095
368	118	2.46	3.927
369	116	2.15	3.611
370	118	2.28	3.638
371	115	1.97	3.241
372	113	1.56	3.144
373	112	1.62	3.607
374	112	1.73	2.984
375	113	1.85	3.196
376	110	1.53	3.528
377	111	2.29	2.983
378	110	1.48	2.651
379	112	1.52	3.405
380	112	1.94	3.278
381	115	1.72	3.871
382	118	2.37	3.824
383	117	2.00	3.776
384	114	2.02	3.820
385	112	1.94	3.285
386	109	2.20	3.270
387	108	1.38	3.151
388	105	2.02	3.097
389	104	1.58	2.486
390	102	1.69	2.496
391	103	1.60	2.518
392	105	1.37	2.621
393	102	2.20	2.649
394	103	1.39	2.618
395	106	1.41	3.044
396	105	1.74	2.532
397	108	1.96	3.371
398	106	1.96	2.612
399	104	1.58	2.648
400	104	2.24	2.324
401	101	1.37	2.376
402	103	1.90	2.429
403	103	1.81	2.212
404	102	1.41	2.050
405	103	2.23	2.181
406	105	1.74	2.933
407	103	2.02	2.579
408	105	2.12	2.606
409	102	1.71	2.224
410	101	2.06	2.683
411	104	1.31	3.039
412	107	2.31	2.643
413	104	2.26	2.739
414	101	1.29	1.956
415	102	2.09	2.217
416	100	1.27	2.480
417	103	1.49	2.521
418	101	1.43	2.577
419	100	1.50	1.895
420	101	1.97	2.248
421	99	1.68	2.310
422	100	1.62	2.047
423	102	1.85	2.882
424	101	1.52	2.191
425	103	2.06	2.396
426	105	2.11	2.296
427	102	1.31	2.372
428	99	1.21	2.498
429	97	2.06	2.030
430	95	1.37	2.098
431	98	1.59	2.058
432	101	1.26	2.224
433	104	1.84	2.437
434	102	1.83	2.564
435	104	2.23	2.627
436	102	1.63	2.208
437	100	1.54	2.000
438	98	1.47	2.088
439	96	1.53	2.606
440	96	1.46	1.680
441	95	1.48	2.265
442	92	1.30	2.200
443	94	1.80	2.356
444	96	1.59	2.138
445	93	2.00	2.064
446	93	1.55	1.641
447	95	1.60	2.250
448	95	1.23	2.344
449	98	1.21	2.514
450	99	1.60	1.977
451	97	1.86	2.547
452	95	2.01	2.254
453	92	1.04	2.308
454	92	1.99	1.562
455	95	1.73	2.213
456	98	2.07	2.523
457	97	1.57	1.943
458	94	1.29	2.103
459	94	1.73	1.878
460	91	1.71	1.618
461	93	1.61	2.518
462	96	1.19	2.586
463	93	1.06	1.788
464	96	1.85	2.550
465	96	1.22	2.498
466	99	1.32	2.379
467	99	1.80	2.716
468	102	2.10	2.916
469	102	1.60	2.494
470	102	1.72	2.421
471	105	1.80	2.299
472	108	2.29	2.754
